journal_clean,year
AFP Infos Françaises,2020
AFP Infos Mondiales,2019
AFP Infos Economiques,2019
AFP Infos Economiques,2019
Le Huffington Post,2016
mind Fintech,2020
Boursier,2016
Trading Sat,2016
Le Journal des entreprises,2017
Les Echos,2016
Le Monde,2011
Les Echos,2019
Ouest France,2015
Midi Libre,2020
Le Télégramme BretagneVANNES,2017
La Tribune,2018
La Tribune,2014
Les Echos,2014
Le Figaro,2017
La Recherche,2017
L'Est Républicain,2011
Le Télégramme Bretagne,2018
Décideurs Magazine Site web,2020
Acteurs Publics,2020
Les Echos,2018
Le Courrier de l'Ouest,2019
Le Figaro,2020
Sud Ouest,2017
La Tribune,2018
Le Monde,2019
Le Journal du Net JDN,2020
Investir Le Journal des finances,2018
FoxyRating,2019
TOM,2019
La Montagne,2012
L'Usine Nouvelle,2017
Les Echos,2018
Les Echos,2018
Le Point,2015
La Tribune,2015
Libération,2015
Le Figaro,2020
Les Echos,2019
La Tribune,2018
Industrie et Technologies,2020
Le Point,2020
Le Figaro,2019
l'Humanité,2019
Le Progrès de FécampLe Havre; Pays de Caux; Dieppe Pays de Bray; Grand Rouen Elbeuf; Eure; Eure; France; Le Havre; Pays de Caux; Dieppe Pays de Bray; Grand Rouen Elbeuf; Eure; Eure; France; Le Havre; Pays de Caux; Dieppe Pays de Bray; Grand Rouen Elbeuf; Eure; Eure; France; Le Havre; Pays de Caux; Dieppe Pays de Bray; Grand Rouen Elbeuf; Eure; Eure; France,2018
Le Figaro,2019
L'Usine Nouvelle,2020
L'Usine Nouvelle,2017
Le Figaro,2018
Presse Océan,2019
Action Co,2019
L'Usine Nouvelle,2017
Libération,2011
L'Union FranceVitry,2019
L'Obs,2017
Le Figaro,2018
L'Obs,2019
Le Télégramme Bretagne,2019
L'Est Républicain,2019
L'Usine Nouvelle,2020
IT for Business,2018
Nord Littoral,2013
La République du Centre,2018
Le Figaro,2020
Ouest France,2019
Charente LibreToutes,2012
Centre Presse Vienne,2017
JournalAuto,2019
Le Monde,2020
Courrier International,2018
Le Journal du Net JDN,2020
Les Echos,2018
L'Usine Nouvelle,2020
Les Echos,2016
Supply Chain Magazine,2020
E Commerce,2019
IT for Business,2015
Mind,2016
Les Echos,2015
Santé+ Magazine,2020
Charente LibreToutes,2019
Ouest France,2017
Libération,2018
La Dépêche du MidiGÉNÉRAL,2017
La Dépêche du MidiAude,2020
Le Figaro,2015
Le Figaro,2017
Le Figaro,2020
Le Berry républicainCher; Cher,2019
IT for Business,2017
IT for Business,2019
Ouest France,2017
Aujourd'hui en FranceEdition Principale,2020
20 Minutes,2011
Le Figaro,2012
Le Figaro,2018
Aujourd'hui en France,2013
Aujourd'hui en FranceEdition Principale,2017
L'Équipe,2019
Le Figaro,2018
La Tribune,2016
Aujourd'hui en FranceEdition Principale,2020
Sciences et Avenir,2018
La Tribune,2020
Sciences et Avenir,2018
Décideurs Magazine,2017
L'Echo touristique,2015
Gestion de Fortune,2018
Les Echos,2019
L'Union FranceVitry,2019
Les Echos,2019
Actu Labo,2015
L'Express,2016
Les Echos,2018
L'Usine Nouvelle,2020
Action Co,2018
Industrie et Technologies,2020
L'AGEFI,2020
L'Indépendant,2019
Relation Client,2016
Relation Client,2016
La Dépêche du MidiToulouse,2019
L'Usine Nouvelle,2018
Le Monde,2019
Le Figaro,2019
IT for Business,2019
La République du Centre,2018
Les Echos,2017
Pèlerin,2019
Le Monde,2016
Le Particulier,2019
Le Particulier,2019
IT for Business,2020
L'AGEFI,2019
La Voix du NordToutes éditions,2013
Le Télégramme Bretagne,2011
L'Obs,2019
Les Echos,2019
Les Echos,2019
Les Echos,2015
Investir Le Journal des finances,2019
L'Usine Nouvelle,2019
L'Obs,2020
Le Quotidien du Médecin,2016
Le Quotidien du Médecin,2018
Les Echos,2012
20 Minutes,2019
Banques Hebdo,2017
Sud Ouest,2019
L'Usine Nouvelle,2017
20 Minutes,2020
Sciences et Avenir,2018
mind Health,2020
Les Echos,2016
L'Usine Nouvelle,2020
L'Usine Nouvelle,2018
Les Echos,2019
Actu Labo,2017
Les Echos,2016
mind Health,2018
L'Obs,2018
Le Quotidien du Médecin,2016
Les Echos,2020
Marketing France,2020
Stratégies,2020
mind Media,2020
Air et Cosmos,2018
Les Echos,2020
Boursier,2018
Workplace Magazine,2016
Silicon,2019
La Correspondance économique,2015
Relation Client,2017
Atlantico,2016
TOM,2019
TOM,2019
La Lettre de l'Expansion,2019
Technologies Bancaires,2012
Le Journal du CentreNièvre,2015
Le Progrès Lyon,2017
Le Progrès Lyon,2017
Le Bien Public,2016
Le Progrès Lyon,2017
Le Bien Public,2016
Sud Ouest,2019
La Voix du NordHazebrouck,2018
La Voix du NordHazebrouck,2019
L'Indépendant,2018
IT for Business,2019
La Provence,2019
La Provence,2016
Sud Ouest,2016
Sud Ouest,2016
La Provence,2018
L'Auto Journal,2020
Les Echos,2017
La Matinale du Monde,2017
Le Figaro,2019
Les Echos,2018
L'Express,2019
LSA,2018
Stratégies,2016
Stratégies,2016
L'Obs,2017
L'Usine Nouvelle,2017
Le Journal de Saône et LoireLons,2017
Le Journal de Saône et LoireLons,2017
La Voix du NordMarcq La Madeleine,2011
La Tribune,2019
Les Echos,2016
Midi Libre,2011
Midi Libre,2012
Challenges,2019
RiskAssur,2020
L'Usine Nouvelle,2016
CFNEWS,2019
La Correspondance de la Publicité,2018
Stratégies,2017
Le Télégramme Bretagne,2018
L'Automobile et l'entreprise,2018
La Tribune,2015
Les Echos,2019
L'Obs,2018
Le Journal du Net JDN,2019
L'Usine Nouvelle,2018
Midi Libre,2020
Le Télégramme Bretagne,2011
Le Moniteur des Travaux Publics et du Bâtiment,2020
La Tribune,2016
L'Usine Nouvelle,2014
L'AGEFI,2018
Les Echos,2020
La Tribune,2018
Capital Finance,2016
Capital Finance,2016
Le Progrès Lyon,2017
01 net,2017
TOM,2018
WanSquare,2018
Corse Matin,2016
L'Usine Nouvelle,2019
Investir,2019
L'Usine Nouvelle,2019
Courrier International,2020
mind Fintech,2019
ToulÉco,2019
La Tribune,2018
L'Usine Nouvelle,2016
J2R,2016
IT for Business,2014
Décideurs Magazine,2019
La Tribune,2015
Le Progrès Lyon,2013
Ouest France,2018
Paris Normandie,2018
Libération,2012
Les Echos,2019
Caractère,2017
L'Équipe magazine,2014
La Voix du NordToutes éditions,2015
Le Quotidien du Médecin,2018
L'Express,2018
Le Monde,2016
Le Monde,2016
La Provence,2014
IT for Business,2017
Capital Finance,2018
Capital Finance,2018
l'Humanité,2015
L'Usine Nouvelle,2019
Ouest France,2019
L'Union FranceVitry,2019
LSA,2019
L'Usine Nouvelle,2015
LSA,2017
Nord ÉclairToutes éditions,2018
La Tribune,2018
Le Monde,2011
La Provence,2019
L'Usine Nouvelle,2019
L'Obs,2019
Le Monde,2014
Nord Littoral,2018
Le Progrès de FécampLe Havre; Le Havre,2018
Décideurs Magazine Site web,2020
La Tribune,2012
Le Télégramme Bretagne,2019
Les Echos,2019
Les Echos,2017
Courrier International,2020
Le Journal du Net JDN,2019
mind Health,2018
Le Progrès Lyon,2016
L'Usine Nouvelle,2019
Capital Finance,2017
Les Echos,2018
Atlantico,2017
La Tribune,2019
La Tribune,2019
Le Progrès Lyon,2017
Le Progrès Lyon,2019
La Dépêche du MidiAriège,2019
Courrier picardAmiens,2019
La Voix du NordBoulogne,2019
Le Progrès Lyon,2017
Les Echos,2019
Les Echos,2019
L'Obs,2020
Les Echos,2018
WanSquare,2018
La Recherche,2020
L'Union FranceL'Union Ardennes,2017
La Nouvelle République du Centre OuestINDRE ET LOIRE,2020
Les Echos,2017
Le Monde,2018
Le Courrier de l'OuestDeux Sèvres,2020
L'Union FranceL'Union Ardennes,2020
Le Monde,2018
Le Berry Républicain,2012
Les Echos,2020
Presse Océan,2020
Ouest France,2020
Ouest France,2019
La Dépêche du MidiToulouse; Sud Est,2020
Industrie et Technologies,2014
CFNEWS,2020
Ouest France,2018
L'Expansion,2013
WanSquare,2019
Les Echos,2018
Le Point,2019
L'AGEFI,2020
La Dépêche du MidiComminges,2016
Stratégies,2020
Le Monde,2015
Midi Libre,2018
Courrier international,2017
L'Obs,2020
TéléObs,2018
La Tribune,2020
La Tribune,2017
Industrie et Technologies,2017
Science Revue,2014
Le Télégramme Bretagne,2019
Midi Libre,2020
L'Usine Nouvelle,2018
La Tribune,2019
Investir Le Journal des finances,2017
Le Télégramme Bretagne,2018
Le Télégramme Bretagne,2018
Investir Le Journal des finances,2019
L'Indépendant,2020
L'Usine Nouvelle,2019
IT for Business,2020
Wansquare,2017
Le Bien Public21D,2016
Le Télégramme Bretagne,2019
Science et Vie,2012
Ouest France,2019
Ouest France,2019
Sud Ouest,2019
L'Usine Nouvelle,2019
Les Echos,2015
mind Media,2020
L'Automobile et l'entreprise,2018
L'Usine Nouvelle,2020
Option Finance,2020
Les Echos,2016
La Tribune,2019
Ouest France,2019
Le Point,2017
Le Télégramme BretagneLORIENT,2017
ElectroniqueS,2019
Le Figaro,2017
La Recherche,2018
L'Usine Nouvelle,2018
Sciences et Avenir,2019
Les Echos,2016
Entreprise et Carrières,2019
L'Usine Nouvelle,2017
Ouest France,2019
Les Echos,2018
Midi Libre,2018
Les Echos,2012
Les Echos,2020
Le Figaro Magazine,2019
Les Cahiers de Science et Vie,2012
La Provence,2012
L'Obs,2019
La Croix,2017
Le Figaro,2018
La Montagne,2014
Le Populaire du CentreHaute Vienne; Limoges; Creuse,2014
L'Express,2020
L'Express,2020
La Tribune,2017
Opérations Immobilières,2019
L'AGEFI,2018
Industrie et Technologies,2019
Télérama,2018
Nord Éclair,2016
Le Monde,2018
IT for Business,2018
L'Indépendant,2015
Les Echos,2019
Le Monde,2018
Le Monde,2018
Le Point,2012
L'Usine Nouvelle,2020
Satellinet,2015
Le Progrès Lyon,2019
Ouest France,2019
Ouest France,2020
Capital Finance,2018
La Tribune,2017
La Tribune,2018
Le Monde,2015
Le Monde,2017
Sud Ouest,2018
Le Point,2017
Les Echos,2016
Paris Normandie,2017
L'Express,2019
Capital Finance,2017
Nord Littoral,2019
Les Cahiers Techniques du Bâtiment,2019
Pneumatique,2016
Mind,2016
Le Point,2019
Le Point,2019
Les Echos,2018
L'Express,2013
La Nouvelle République du Centre OuestINDRE ET LOIRE,2020
L'Obs,2019
Capital Finance,2017
Le Quotidien du Médecin,2020
Le Point,2019
La Tribune,2017
La Tribune,2017
Les Echos,2018
Entreprise et Carrières,2020
Le Bien PublicLons,2018
L'Indépendant,2017
Libération,2018
Courrier International,2019
La Dépêche du MidiAriège,2019
L'Obs,2019
Le Point,2015
Le Point,2015
La Gazette desmunes,2020
Midi Libre,2016
Liaisons sociales Magazine,2021
Sciences et Avenir,2018
Le Quotidien du Médecin,2019
Stratégie,2018
La Montagne,2017
Le Progrès Lyon,2019
Le Journal du Centre,2018
Le Journal du CentreNièvre,2018
L'Indépendant,2018
Midi Libre,2019
L'Est éclair,2018
L'Indépendant,2019
Midi Libre,2012
La Tribune,2018
Sud Ouest,2013
Décideurs Magazine Site web,2018
Le Populaire du Centre,2013
Le Progrès Lyon,2017
La Dépêche du MidiToulouse; Sud Est,2019
Stratégies,2016
Les Echos,2016
La Croix,2017
L'Usine Nouvelle,2020
Le Monde,2017
Les Echos,2019
Les Echos,2017
Ouest France,2018
L'Usine Nouvelle,2012
Le Magazine Littéraire,2011
L'Express,2013
Valeurs Actuelles,2018
Ouest France,2019
La Provence,2019
Ouest France,2019
Paris Match,2019
Midi Libre,2020
Presse Océan,2019
L'Usine Nouvelle,2018
Le Télégramme Bretagne,2017
Industrie et Technologies,2016
La Correspondance de la Publicité,2019
Science et Vie,2020
Les Echos,2018
L'Usine Nouvelle,2019
L'Union FranceVitry,2019
La Recherche,2017
NewsPressançais,2015
L'Usine Nouvelle,2020
01 net,2016
Le Maine LibreAngers; Cholet; Deux Sevres; Nord Anjou; Saumur,2017
La République du Centre,2019
Sud Ouest,2017
L'Union FranceEpernay,2019
L'Union FranceL'Union Ardennes,2020
L'Usine Nouvelle,2015
Industrie et Technologies,2013
Sciences et Avenir,2018
L'Express,2014
Industrie et Technologies,2012
La Tribune,2017
L'Usine Nouvelle,2020
Ouest France,2015
Le Point,2018
L'Usine Nouvelle,2020
Paris Match,2018
mind Health,2020
L'Usine Nouvelle,2019
L'Usine Nouvelle,2019
L'Usine Nouvelle,2016
L'Yonne républicaine,2020
L'Usine Nouvelle,2017
L'Usine Nouvelle,2020
Le Monde,2013
Les Echos,2020
Charente LibreToutes,2020
Industrie et Technologies,2015
L'Usine Nouvelle,2018
Micro Hebdo,2011
Air et Cosmos,2019
L'Usine Nouvelle,2017
Industrie et Technologies,2017
Boursier,2017
Les Echos,2013
01 net,2020
L'Usine Nouvelle,2019
Industrie et Technologies,2015
Le Monde,2016
L'Usine Nouvelle,2020
Libération,2020
Les Echos,2014
01 net,2018
L'Usine Nouvelle,2019
Industrie et Technologies,2018
Industrie et Technologies,2020
L'Usine Nouvelle,2020
Ouest France,2020
Le Courrier de l'OuestDeux Sèvres; Cholet; Angers; Nord Anjou; Saumur,2020
Télérama,2016
Le Monde,2019
La Provence,2019
Industrie et Technologies,2019
01 net,2020
IT for Business,2019
L'Usine Nouvelle,2020
L'Usine Nouvelle,2020
L'Usine Nouvelle,2020
L'Usine Nouvelle,2020
L'Usine Nouvelle,2019
Industrie et Technologies,2014
L'Usine Nouvelle,2019
Industrie et Technologies,2018
Le Point,2019
Ouest France,2018
Le Populaire du CentreLimoges; Haute Vienne,2014
Le Progrès Lyon,2016
TOM,2019
Courrier picardToutes éditions,2020
L'Usine Nouvelle,2020
Le Figaro,2017
Sport 24,2017
L'Usine Nouvelle,2019
Les Echos,2018
La Voix du NordDunkerque,2014
Paris Normandie,2018
L'Obs,2020
Chef d'Entreprise,2015
Le Journal du Net JDN,2019
L'Obs,2019
Les Echos,2019
La Recherche,2019
Industrie et Technologies,2016
L'Indépendant,2017
L'Express,2020
La Montagne,2015
Ouest France,2019
L'Echo touristique,2018
La Recherche,2018
Le Figaro,2018
ABC Bourse,2020
Le Bien Public,2019
La Correspondance de la Publicité,2014
L'Yonne républicaineNord; Sud,2012
Ouest France,2016
Ouest France,2016
La Nouvelle République du Centre OuestDEUX SEVRES,2018
Emerce,2017
Comment Ça Marche,2019
Le Figaro,2017
Le Quotidien du Médecin,2020
Le Monde,2017
L'Union FranceL'Union Ardennes,2020
Cercle Finance,2019
Charente LibreToutes,2018
Ouest France,2019
L'Usine Nouvelle,2020
Télérama,2020
Les Echos,2018
Les Echos,2016
Le Quotidien du Médecin,2018
CosmétiqueMag Hebdo,2018
Décision Achats,2018
Libération,2013
Industrie et Technologies,2016
Libération,2019
Télérama,2019
LSA,2015
La Montagne,2017
01 net,2017
L'Usine Nouvelle,2018
La Montagne,2019
Ouest France,2016
L'Expansion,2013
Le Figaro Magazine,2016
La Correspondance de la Publicité,2016
Midi Libre,2018
Industrie et Technologies,2014
Libération,2011
Le Télégramme Bretagne,2019
La Provence,2018
Madame Figaro,2019
Le Télégramme Bretagne,2019
Le Figaro,2016
Challenges,2016
L'Usine Nouvelle,2018
La Tribune,2020
Point Banque,2018
Bus et Car Connexion,2020
Les Echos,2014
Nord Littoral,2019
Libération,2018
Les Echos,2018
La Montagne,2015
La Correspondance de la Publicité,2017
Nord Éclair,2016
La Voix du Nord,2019
Atlantico,2014
Le Point,2018
Le Monde,2017
Le Point,2016
Le Point,2016
Les Echos,2018
Sud Ouest,2017
Industrie et Technologies,2013
Presse Océan,2020
Industrie et Technologies,2015
IT for Business,2017
La Tribune,2019
Air et Cosmos,2019
Les Echos,2017
Ouest France,2011
Le Journal du Net JDN,2020
Charente LibreToutes,2018
L'Usine Nouvelle,2014
La Tribune,2020
Libération,2017
Le Journal du CentreNièvre,2017
L'Usine Nouvelle,2017
Sciences et Avenir,2019
La Croix,2019
Les Echos,2019
La Tribune,2018
Midi Libre,2018
L'Usine Nouvelle,2017
Le Point,2019
La Correspondance de la Presse,2013
20 Minutes,2018
20 Minutes,2017
L'Est Républicain,2020
Sciences et Avenir,2017
La Tribune,2020
Sud Ouest,2016
L'Yonne républicaineSud; Nord,2018
l'Humanité,2015
Aujourd'hui en FranceEdition Principale,2017
Les Echos,2020
Industrie et Technologies,2014
Ouest France,2020
Ouest France,2014
Sud Ouest,2019
Sud Ouest,2017
La Provence,2018
La Nouvelle République du Centre OuestINFORMATIONS GENERALES,2019
CosmétiqueMag Hebdo,2018
Le Figaro,2016
Nord Éclair,2016
Stratégies,2019
Le Télégramme Bretagne,2018
La Tribune,2019
Courrier International,2020
Le Courrier de l'Ouest,2018
Libération,2018
Madame Figaro,2019
Sud Ouest,2016
Les Echos,2017
Libération,2020
mind Fintech,2019
Action Co,2017
Le Télégramme Bretagne,2019
Le Monde,2016
ABC Bourse,2019
20 Minutes,2018
La Montagne,2017
Le Parisien,2011
Le Figaro,2017
Le Point,2020
Industrie et Technologies,2017
La Tribune,2015
Les Echos,2017
Rue89,2015
Nord Éclair,2017
L'Usine Nouvelle,2019
L'Express Styles,2015
Bus et Car Connexion,2019
La Montagne,2018
Courrier picardToutes éditions,2020
LSA,2020
Nord ÉclairToutes éditions,2012
Flaner Bouger,2020
Flaner Bouger,2018
Le Parisien,2019
La Provence,2012
La Provence,2012
Nous Deux,2012
IT for Business,2014
Journal de l'environnement,2020
Les Echos,2019
Le Moniteur des Travaux Publics et du Bâtiment,2018
Le Moniteur Entrepreneurs et Installateurs,2017
IT for Business,2018
L'Usine Nouvelle,2020
Industrie et Technologies,2014
Industrie et Technologies,2014
Le Figaro,2017
AFP Infos Economiques,2015
Télérama,2018
mind Fintech,2019
Les Echos,2018
Le Figaro,2017
Les Echos,2013
L'Obs,2019
Les Echos,2018
Les Echos,2018
Les Echos,2019
Les Echos,2019
Les Echos,2015
Le Quotidien du Médecin,2018
Le Journal des entreprises,2016
L'Usine Nouvelle,2019
Capital Finance,2017
Capital Finance,2017
mind Health,2020
Capital Finance,2020
Capital Finance,2020
Les Echos,2016
LSA,2017
Ouest France,2019
L'Argus de l'assurance,2019
La République du Centre,2019
Ouest France,2014
L'Usine Nouvelle,2012
Centre Presse Vienne,2017
Les Echos,2016
Le Télégramme Bretagne,2019
Le Parisien,2012
Process Alimentaire,2016
Midi Libre,2020
Presse Océan,2018
LSA,2019
Les Echos,2015
20 Minutes,2018
Le Figaro,2018
La Correspondance de la Publicité,2020
L'Usine Nouvelle,2017
L'Express,2017
L'Usine Nouvelle,2015
Le Figaro Magazine,2017
L'Express,2019
l'Humanité,2015
Challenges,2019
Le Figaro,2019
Ouest France,2019
La Recherche,2019
L'Usine Nouvelle,2016
Le Monde,2014
Le Monde,2014
Atlantico,2015
l'Humanité,2020
Le Monde,2018
Les Echos,2019
Ouest France,2019
Le Monde,2018
Ouest France,2011
Télérama,2019
Biotech.Info 3.0,2016
L'Est éclair,2019
Midi Libre,2019
Le Monde,2017
La Correspondance de la Publicité,2012
Valeurs Actuelles,2019
La Dépêche du MidiToulouse,2019
La Correspondance de la Publicité,2019
Sud Ouest,2015
La Tribune,2015
Le Parisien,2016
Atlantico,2017
Les Echos,2020
Acteurs Publics,2020
Sud Ouest,2018
Le Monde,2017
Télérama,2019
Le Quotidien du Médecin,2013
Le Point,2020
Les Echos,2018
Emerce,2020
IT for Business,2020
La République du Centre,2017
Industrie et Technologies,2020
Sud Ouest,2014
Le Figaro,2017
Les Echos,2015
Ouest France,2019
Capital Finance,2019
Les Echos,2020
Les Echos,2020
Les Echos,2020
Les Echos,2018
La Tribune,2018
Stratégies,2018
Les Echos,2017
Les Echos,2017
Les Echos,2017
Boursier,2018
Capital Finance,2018
Emerce,2020
Décision Achats,2020
Le Quotidien du Médecin,2016
Le Journal du Net JDN,2019
Le Parisien,2017
L'AGEFI,2017
L'AGEFI,2016
L'Est Républicain,2019
Le Quotidien du Médecin,2016
La Provence,2015
L'Usine Nouvelle,2018
L'AGEFI,2019
L'Usine Nouvelle,2017
Sud Ouest,2019
Le Progrès Lyon,2018
Sciences et Avenir,2018
Télé Star,2012
L'Obs,2019
Le Figaro,2017
E marketing,2020
Industrie et Technologies,2016
Entreprise et Carrières,2020
Le Courrier de l'OuestNord Anjou; Angers,2018
Le Monde,2014
L'Usine Nouvelle,2020
L'Expansion,2011
Liaisons sociales Magazine,2018
L'Usine Nouvelle,2018
Madame Figaro,2019
Le Progrès Lyon,2020
L'Union FranceL'Union Ardennes,2019
E Commerce,2017
Industrie et Technologies,2017
Industrie et Technologies,2019
Industrie et Technologies,2019
Industrie et Technologies,2018
Industrie et Technologies,2018
Liaisons sociales Magazine,2016
Le Point,2015
L'Usine Nouvelle,2017
Industrie et Technologies,2015
La Provence,2014
L'Officiel des Transporteurs,2020
Centre Presse AveyronRODEZ_CP,2019
L'Est Républicain,2018
Les Cahiers du DRH,2019
mind Media,2019
Satellinet,2015
Publinet,2012
Le Figaro,2018
CosmétiqueMag Hebdo,2019
Stratégies,2018
20 Minutes,2019
L'Usine Nouvelle,2018
Le Parisien,2019
L'AGEFI,2018
Madame Figaro,2018
Liaisons sociales Europe,2020
Les Echos,2018
L'AGEFI,2019
Décision Achats,2017
Décision Achats,2017
La Dépêche du MidiAriège,2020
La Correspondance de la Publicité,2017
La Correspondance de la Publicité,2016
L'Yonne républicaineSud; Nord,2015
Ouest France,2019
L'Éclaireur du GâtinaisSeine et Marne,2019
La Recherche,2018
Centre Presse AveyronRODEZ_CP,2017
Centre Presse AveyronRODEZ_CP,2017
La Dépêche du MidiLot,2016
La Tribune,2017
Sud Ouest,2020
Le Télégramme Bretagne,2020
Le Télégramme BretagneBREST VILLE,2017
Ouest France,2016
Le Télégramme Bretagne,2018
Ouest France,2016
Ouest France,2015
Le Télégramme BretagneBREST VILLE,2018
Ouest France,2014
Les Echos,2018
TOM,2018
Les Echos,2018
Libération,2019
La Tribune,2018
La République du Centre,2016
Le Figaro,2019
L'Obs,2019
Midi Libre,2017
L'intern@ute,2020
La Tribune,2016
Science et Vie,2013
Aujourd'hui en France,2016
Acteurs Publics Nominations,2015
Acteurs Publics,2015
Acteurs Publics Nominations,2019
E Commerce,2016
Libération,2020
Le Figaro Étudiant,2020
La Lettre de l'audiovisuel,2018
mind Fintech,2019
Acteurs Publics,2016
La Dépêche du MidiToulouse; Muret,2018
L'AGEFI,2020
Presse News,2017
Le Courrier de l'OuestDeux Sèvres,2018
L'Obs,2020
Le Journal des entreprises,2015
L'AGEFI,2017
Capital Finance,2020
01 net,2019
Aujourd'hui en FranceEdition Principale,2018
Aujourd'hui en France,2014
Boursier,2020
Télérama,2016
20 Minutes,2019
20 Minutes,2020
Enjeux Les Echos,2014
CosmétiqueMag,2018
Le Journal du CentreNièvre,2019
Libération,2014
20 Minutes,2018
Le Berry républicainCher,2019
Les Echos,2018
IT for Business,2015
Coiffure de Paris,2018
L'Est Républicain,2017
Industrie et Technologies,2015
Les Echos,2019
L'Observatoire des Produits d'Assurance,2015
La Tribune,2019
La Tribune,2019
La Montagne,2011
La Montagne,2017
Le Monde,2017
Midi Libre,2018
Les Echos,2016
Les Echos,2019
Process Alimentaire,2019
Process Alimentaire,2018
L'Argus de l'assurance,2016
Le Populaire du CentreHaute Vienne,2018
La Montagne,2018
L'Usine Nouvelle,2017
Le Monde,2017
Le Télégramme BretagneSAINT BRIEUC,2015
Environnement Magazine hebdomadaire,2015
Industrie et Technologies,2020
Les Echos,2019
Les Echos,2016
L'Usine Nouvelle,2018
Atlantico,2019
mind Media,2018
mind Media,2018
Ouest France,2018
Le Figaro,2018
Le Bien Public,2018
L'Est éclair,2019
L'Obs,2020
IT for Business,2015
Les Echos,2019
Les Echos,2019
Sciences et Avenir,2017
DAF Mag,2015
Décision Achats,2015
Le Monde,2017
Télérama,2018
TéléObs,2018
TéléObs,2018
L'Obs,2020
Les Echos,2015
La Recherche,2020
Les Echos,2019
La Tribune,2019
Aujourd'hui en France,2019
La Provence,2017
Le Figaro,2014
La Tribune,2019
La Montagne,2019
Le Journal des entreprises,2015
La Montagne,2019
La Montagne,2017
La Montagne,2019
La Montagne,2015
Charente LibreToutes,2020
Le Figaro,2018
Le Figaro,2020
Les Echos,2018
01 net,2015
Challenges,2019
Industrie et Technologies,2016
La Correspondance de la Publicité,2020
L'Usine Nouvelle,2020
LSA,2017
Sud Ouest,2018
Ouest France,2019
Libération,2017
Challenges,2020
Stratégies,2020
Sciences et Avenir,2018
Sciences et Avenir,2017
Sciences et Avenir,2019
Sciences et Avenir,2019
Sciences et Avenir,2020
Sciences et Avenir,2016
Sciences et Avenir,2019
Sciences et Avenir,2017
Sciences et Avenir,2020
Sud Ouest,2015
Aujourd'hui en FranceEdition Principale,2018
Sciences et Avenir,2020
Sud Ouest,2019
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
Relation Client,2017
E marketing,2017
E marketing,2016
E marketing,2017
E marketing,2017
E marketing,2017
LSA,2013
Industrie et Technologies,2014
Industrie et Technologies,2016
Le Journal du Net JDN,2019
Sud Ouest,2020
L'Usine Nouvelle,2020
La Voix du Nord,2017
La Voix du NordDouai,2019
Nord ÉclairBéthune,2019
La Voix du NordToutes éditions,2017
Le Journal de Saône et Loire,2013
HuffPost France,2018
Sciences et Avenir,2016
Boursier,2019
L'Usine Nouvelle,2018
La Provence,2018
L'Usine Nouvelle,2020
01 net,2019
LSA,2019
Journal des Communes,2019
Aujourd'hui en France,2014
Le Parisien,2014
Industrie et Technologies,2018
L'AGEFI,2019
L'Équipe magazine,2013
La Montagne,2015
La Dépêche du MidiToulouse,2018
Bus et Car Connexion,2020
Le Journal du CentreNièvre,2016
La Montagne,2016
La République du Centre,2016
Le Populaire du CentreCreuse,2016
L'Echo républicain,2016
Ouest France,2019
Boursier,2018
Boursier,2018
Boursier,2018
Boursier,2018
Boursier,2018
Air et Cosmos,2019
Cercle Finance,2018
Cercle Finance,2018
Boursier,2020
Cercle Finance,2018
Cercle Finance,2018
Boursier,2019
Cercle Finance,2018
Boursier,2019
Cercle Finance,2017
Trading Sat,2017
Air et Cosmos,2018
Boursier,2019
Boursier,2020
Les Echos,2018
Boursier,2019
Boursier,2020
Boursier,2020
Boursier,2020
Boursier,2020
Boursier,2019
Boursier,2019
Boursier,2020
Boursier,2020
Boursier,2020
Boursier,2020
Boursier,2019
Boursier,2020
Boursier,2019
Boursier,2019
Boursier,2020
ABC Bourse,2020
L'AGEFI,2020
Boursier,2019
Paris Match,2019
Atlantico,2019
Air et Cosmos,2020
Business Immo,2018
Info Buro Mag,2019
01 net,2020
Industrie et Technologies,2015
Le Figaro,2017
Le Parisien,2015
Ouest France,2017
L'Est Républicain,2012
Challenges,2020
Le Pays RoannaisCharlieu,2018
Action Co,2016
La Dépêche du MidiLot,2016
La Dépêche du MidiLot,2018
Ouest France,2018
Aujourd'hui en France,2016
Chef d'Entreprise,2019
ElectroniqueS,2019
Ouest France,2018
L'Usine Nouvelle,2019
Centre Presse AveyronRODEZ_CP,2018
ElectroniqueS,2019
L'Est Républicain,2020
Les Echos,2019
Les Echos,2018
Le Figaro Magazine,2011
Télérama,2019
Sciences et Avenir,2018
Midi Libre,2012
Midi Libre,2012
Caractère,2019
NewsPressançais,2017
Le Quotidien du Médecin,2020
ToulÉco,2018
La Provence,2018
Relation Client,2016
Le Télégramme Bretagne,2019
Ouest France,2019
Le Progrès de FécampFrance; Eure; Eure; Le Havre; Pays de Caux; Dieppe Pays de Bray; Grand Rouen Elbeuf; France; Eure; Eure; Le Havre; Pays de Caux; Dieppe Pays de Bray; Grand Rouen Elbeuf; France; Eure; Eure; Le Havre; Pays de Caux; Dieppe Pays de Bray; Grand Rouen Elbeuf,2020
E marketing,2019
Midi Libre,2012
Aujourd'hui en France,2017
